Niveau.N.1.0,Sup_Ha.N.11.2,Annee.C.4
3,135.48,2001
3,1221.66,2001
2,49.57,2001
1,61.3,2001
2,88.94,2001
1,20.58,2001
1,408.74,2001
1,22.72,2001
1,37.55,2001
1,151.79,2001
1,26.55,2001
1,70.12,2001
2,18.69,2001
2,28.38,2001
1,35.68,2001
1,357.02,2001
1,75.14,2001
2,116.82,2001
1,39.51,2001
1,59.76,2001
1,37.19,2001
2,58.02,2001
1,27.64,2001
2,63.18,2001
2,10134.27,2001
2,119.95,2001
2,74.32,2001
2,1102.58,2001
3,131.45,2001
2,3414.37,2001
3,8972.45,2001
3,478.28,2001
2,696.64,2001
2,553.82,2001
2,570.41,2001
2,643.89,2001
2,2893.07,2001
2,40.9,2001
2,45.83,2001
1,219.83,2001
1,164.32,2001
2,33.57,2001
3,1090.04,2001
2,1427.54,2001
2,1194.03,2001
2,44.55,2001
2,88.42,2001
1,9.75,2001
2,223.74,2001
1,114.49,2001
2,173.48,2001
3,85.91,2001
2,"144,00",2001
2,113.06,2001
2,287.6,2001
2,154.19,2001
2,116.01,2001
1,70.44,2001
2,103.02,2001
2,903.44,2001
3,411.72,2001
2,89.15,2001
2,88.35,2001
1,176.37,2001
3,178.76,2001
2,506.52,2001
1,118.61,2002
2,93.62,2002
1,290.82,2002
1,1268.7,2002
2,689.78,2002
1,1272.38,2002
2,49.46,2002
1,77.23,2002
1,113.71,2002
1,28.02,2002
1,8.65,2002
1,41.89,2002
1,56.26,2002
1,153.73,2001
2,38.22,2001
2,57.81,2001
2,98.99,2001
2,61.02,2001
2,183.8,2001
2,206.7,2001
1,110.72,2001
2,98.31,2001
2,16.37,2001
1,17.48,2001
1,19.52,2001
1,31.68,2001
1,25.17,2001
1,25.14,2001
1,14.67,2001
1,22.95,2001
1,19.69,2001
2,322.47,2001
1,108.53,2001
2,259.21,2001
3,77.68,2001
1,89.02,2001
1,19.69,2001
2,99.37,2001
1,94.08,2001
1,204.58,2001
1,113.82,2001
2,38.55,2001
2,25.58,2001
1,40.69,2001
1,34.49,2001
2,46.96,2001
2,67.22,2001
1,37.06,2001
1,31.52,2001
1,29.12,2001
2,659.84,2001
2,373.2,2001
3,58.74,2001
2,53.32,2001
3,151.36,2001
2,160.69,2001
2,2382.14,2001
1,50.86,2001
1,388.43,2001
2,278.31,2001
1,732.13,2001
2,3586.4,2001
2,120.91,2001
3,797.21,2001
2,164.55,2001
2,251.02,2001
2,202.6,2001
1,42.92,2001
3,653.26,2001
3,117.54,2001
2,260.05,2001
3,270.04,2001
2,39.37,2001
3,52.56,2001
2,115.96,2001
1,143.57,2001
2,400.06,2001
2,29.3,2001
2,83.51,2001
2,811.02,2001
2,225.93,2001
3,346.64,2001
2,55.41,2001
2,566.53,2001
3,253.53,2001
1,87.85,2001
2,63.85,2001
2,77.7,2001
2,60.94,2001
1,44.36,2001
2,50.31,2001
2,108.44,2001
3,111.01,2001
2,52.52,2001
1,39.21,2001
2,34.51,2001
2,69.48,2001
2,50.22,2001
2,76.23,2001
2,61.39,2001
3,220.71,2001
1,405.78,2002
1,78.11,2002
1,28.28,2002
1,76.71,2002
1,16.96,2002
1,50.98,2002
1,38.64,2002
1,94.59,2002
2,64.62,2002
1,224.15,2002
1,64.15,2002
2,75.3,2002
1,529.55,2002
1,472.98,2002
1,27.56,2001
1,42.3,2001
1,80.43,2001
2,441.07,2001
1,63.34,2001
2,43.58,2001
2,77.58,2001
1,26.71,2001
2,40.33,2001
2,573.86,2001
2,517.74,2001
1,19.33,2001
1,115.04,2001
3,207.34,2001
1,59.82,2001
2,260.7,2001
3,29.69,2001
2,297.88,2001
1,56.64,2001
2,63.72,2001
1,14.81,2001
1,48.98,2001
1,56.42,2001
1,108.08,2001
1,96.03,2001
2,50.18,2001
1,320.26,2001
1,4315.2,2001
3,450.24,2001
3,478.46,2001
2,165.34,2001
2,34.66,2001
1,108.32,2001
1,61.84,2001
2,123.86,2001
1,46.12,2001
3,299.99,2001
2,270.32,2001
3,14.68,2001
1,66.65,2001
3,229.93,2001
3,97.48,2001
3,379.26,2001
2,404.22,2001
3,57.83,2001
3,855.08,2001
1,228.48,2001
2,7218.49,2001
2,59.66,2001
2,639.12,2001
3,274.93,2001
2,48.58,2001
1,"1196,00",2001
2,12814.06,2001
2,59.81,2001
2,1403.83,2001
1,73.83,2001
2,135.36,2001
1,182.94,2001
2,110.45,2001
1,116.51,2001
2,323.8,2001
2,15.28,2001
3,279.82,2002
3,1015.72,2002
3,66.66,2002
3,574.86,2002
3,58.18,2002
3,259.32,2001
1,26.85,2002
1,22.38,2002
1,14.56,2002
1,9.39,2002
1,23.29,2002
2,6.35,2002
1,1662.58,2002
1,54.64,2002
2,57.28,2002
1,28.74,2002
1,400.22,2002
2,40.3,2002
1,1422.79,2002
1,448.43,2002
2,899.87,2001
1,958.07,2001
1,133.1,2001
1,76.9,2001
2,716.43,2001
1,259.84,2001
1,109.73,2001
1,61.01,2001
2,43.99,2001
2,9.78,2001
2,214.52,2001
2,73.85,2001
2,38.75,2001
2,87.75,2001
3,51.82,2001
2,524.82,2001
2,169.25,2001
1,92.89,2001
1,134.29,2001
1,133.77,2001
3,187.2,2001
3,163.88,2001
3,466.83,2001
2,83.12,2001
3,189.36,2001
3,205.69,2001
2,77.85,2001
2,54.07,2001
3,55.75,2001
2,98.91,2001
1,61.09,2001
2,152.19,2001
1,24.27,2001
3,342.88,2001
1,74.22,2001
1,1091.67,2001
2,596.82,2001
2,516.15,2001
1,92.58,2001
1,143.84,2001
2,2365.84,2001
1,246.01,2001
2,410.5,2001
3,53.8,2001
1,1020.97,2001
3,1853.35,2001
3,32.97,2002
3,9247.51,2002
2,1200.48,2002
3,265.64,2002
3,145.44,2002
3,738.92,2002
2,71.05,2002
3,283.01,2002
2,348.4,2002
2,52.47,2002
2,702.38,2002
1,19.29,2002
1,601.42,2002
1,93.4,2002
1,147.24,2002
1,439.14,2002
1,407.85,2002
2,102.87,2002
2,22.49,2002
1,238.61,2002
1,"146,00",2002
2,253.8,2002
1,57.98,2002
2,118.71,2002
1,119.57,2002
1,302.24,2002
1,304.62,2002
2,2741.63,2001
3,195.27,2001
2,285.48,2001
1,558.59,2001
1,77.7,2001
1,21.93,2001
1,47.85,2001
2,90.98,2001
2,125.33,2001
2,38.21,2001
2,127.95,2001
1,174.8,2001
1,56.51,2001
2,183.8,2001
2,90.14,2001
1,366.83,2001
1,84.44,2001
2,796.87,2001
1,37.57,2001
2,1214.2,2001
1,62.61,2001
2,127.55,2001
3,707.98,2001
3,473.27,2001
1,79.87,2001
2,688.92,2001
3,132.87,2001
2,168.46,2001
1,2086.87,2001
2,1294.92,2001
2,36.53,2001
2,700.6,2001
3,391.07,2001
3,254.26,2001
1,98.94,2001
2,49.72,2001
1,1855.05,2001
3,3564.34,2001
2,10754.09,2001
2,141.95,2001
3,60.52,2001
3,933.7,2002
3,102.09,2002
1,7.95,2002
1,373.04,2002
1,142.14,2002
1,57.11,2002
1,7.32,2002
1,8.59,2002
1,27.5,2002
3,2514.63,2002
2,81.67,2002
3,108.71,2002
2,53.2,2002
2,1217.66,2002
1,488.4,2002
1,55.7,2002
1,464.23,2002
1,108.64,2002
1,184.97,2002
1,113.6,2002
1,611.57,2002
1,36.38,2002
1,359.75,2002
1,342.26,2002
1,166.05,2002
2,529.16,2002
1,490.55,2002
1,495.26,2002
2,341.85,2002
1,442.22,2002
2,194.39,2001
1,68.09,2001
1,59.97,2001
3,58.73,2001
2,23.22,2001
2,69.12,2001
2,19.22,2001
2,68.97,2001
2,180.29,2001
2,107.78,2001
2,"3365,00",2001
1,93.1,2001
2,240.4,2001
1,44.04,2001
1,102.85,2001
2,104.21,2001
1,27.6,2001
2,80.19,2001
2,67.34,2001
2,84.62,2001
2,44.8,2001
2,291.03,2001
3,29.43,2001
3,81.46,2001
2,649.66,2001
3,32.56,2001
2,45.5,2001
2,13.19,2001
3,423.73,2001
2,46.55,2001
3,6226.45,2001
1,56.18,1987
1,34.92,1987
1,5045.22,1987
1,127.06,1987
1,1236.23,1987
3,46.06,1987
2,1959.37,1987
2,1062.03,1987
3,46.9,1987
3,14824.99,1987
2,149.36,1987
2,3121.76,1987
3,42.17,1987
1,1395.37,1987
2,209.83,1987
1,421.99,1987
2,1112.71,1987
2,5391.25,1987
1,307.66,1987
1,723.6,1988
3,99.09,1988
1,27.81,1988
3,132.3,1988
2,381.43,1988
3,80.51,1988
3,41.35,1988
1,30.48,1988
2,38.62,1988
3,52.32,1988
1,2574.49,1988
3,740.13,1988
3,15.71,1988
1,367.52,1988
1,546.89,1988
1,76.39,1988
1,211.19,1988
2,13.35,1988
3,149.73,1988
2,17.48,1988
3,103.5,1988
1,1671.98,1988
2,173.6,1988
3,74.08,1988
1,26.4,1988
3,170.04,1987
1,394.86,1987
1,7438.35,1987
3,37.95,1987
3,47.87,1987
2,93.96,1987
3,182.81,1987
1,426.89,1987
1,930.86,1987
1,343.18,1987
3,76.19,1987
1,190.67,1987
2,208.19,1987
2,3769.98,1987
1,575.66,1987
3,298.56,1987
1,1004.55,1987
3,406.56,1987
1,252.28,1987
1,2919.64,1987
1,1156.75,1987
3,41.62,1987
2,92.89,1987
1,392.27,1987
3,46.02,1987
2,16.82,1987
2,57.66,1987
3,53.22,1987
3,137.93,1987
2,215.57,1988
3,75.96,1988
3,34.24,1988
3,60.62,1988
2,66.35,1988
3,77.61,1988
1,37.9,1988
1,36832.41,1988
1,65233.48,1988
2,53.97,1988
2,152.18,1988
1,129.68,1988
3,46.39,1988
1,38.08,1988
3,81.16,1988
1,56.19,1988
1,239.46,1988
1,43.28,1988
3,23.8,1988
3,28.92,1988
3,23.3,1988
3,30.02,1988
1,39.33,1988
1,5513.7,1988
2,87.4,1988
1,63.93,1988
3,34.66,1988
2,215577.81,1988
3,151.57,1988
1,1268.49,1988
2,34.39,1988
1,34.09,1988
3,93.37,1988
1,8538.71,1988
2,146.15,1988
2,59.71,1988
3,47.77,1988
2,67.18,1988
1,6273.39,1987
2,4818.74,1987
3,196.54,1987
2,721.87,1987
3,98.75,1987
2,309.06,1987
1,243.01,1987
1,1075.8,1987
2,107.36,1987
2,111.36,1987
2,81.02,1987
1,46.73,1987
3,614.03,1987
2,48.32,1987
1,57271.4,1987
1,84.94,1987
2,19.1,1987
3,119.44,1987
2,609.59,1987
1,617.03,1987
1,5469.92,1987
1,161.15,1987
1,246.34,1987
3,410.04,1987
3,42.67,1987
1,48.73,1987
2,83.06,1987
3,341.48,1987
3,71.34,1987
3,95.66,1987
3,90.43,1987
2,2700.97,1987
2,81.85,1987
2,270.54,1987
2,3023.64,1987
3,30.67,1987
3,150.93,1987
3,3839.59,1987
1,90061.6,1987
1,251.73,1987
1,83.3,1987
2,961.82,1987
3,1588.94,1987
3,244.87,1987
1,176.9,1987
1,60.63,1988
2,73.46,1988
1,226.89,1988
1,66.11,1988
3,41.12,1988
1,79.59,1988
1,231.27,1988
3,23.59,1988
1,26.48,1988
2,146.83,1988
1,51.16,1988
1,126.75,1988
2,170.19,1988
3,100.45,1988
3,155.32,1988
3,65.84,1988
3,94.48,1988
3,40.78,1988
1,70.57,1988
1,61.37,1988
2,731.32,1988
1,67.13,1988
2,141.48,1988
3,19.98,1988
1,161.66,1988
1,56.85,1988
1,104.23,1988
2,75.87,1988
1,887.45,1987
2,394.49,1987
2,143.01,1987
3,116.63,1987
3,44.7,1987
1,109.96,1987
2,18.26,1987
2,293.21,1987
2,266.12,1987
2,37.81,1987
2,134.32,1987
1,807.6,1987
1,1518.5,1987
2,83.3,1987
2,18.35,1987
2,364.54,1987
1,259.97,1987
2,58.02,1987
3,64.63,1987
2,282531.88,1987
2,470.37,1987
1,113.96,1987
2,124.37,1987
2,34.58,1987
1,"66,00",1987
1,1062.64,1987
2,85.75,1987
1,123.63,1987
2,55.05,1987
2,8967.99,1987
1,206.77,1987
2,487.92,1987
2,1194.32,1987
3,185.59,1987
2,144.44,1987
3,81.41,1987
3,180.08,1987
3,445.48,1987
3,33.41,1987
3,138.15,1987
3,882.13,1987
1,64.3,1987
3,1721.66,1987
3,48.02,1987
3,52.83,1987
3,46.34,1987
1,14498.21,1987
3,244.44,1987
3,1606.45,1987
3,63.85,1987
2,118.81,1987
3,7.37,1987
1,26.13,1987
2,27.22,1987
2,288.99,1988
3,278.86,1988
2,60.61,1988
2,56.33,1988
3,228.65,1988
1,537.92,1988
2,32.89,1988
1,22.47,1988
3,52.02,1988
3,609.96,1988
1,258.2,1988
3,20.33,1988
2,436.02,1988
3,"369,00",1988
1,45.39,1988
2,31.33,1988
3,98.84,1988
2,653.36,1988
1,3300.02,1988
1,334.14,1988
1,105.74,1988
1,72.02,1988
3,100.41,1988
1,128.02,1987
3,53.55,1987
1,183.22,1987
2,71.08,1987
3,1725.24,1987
2,86.15,1987
3,263.73,1987
2,305.61,1987
1,1662.77,1987
1,219.68,1987
2,246.04,1987
2,333.24,1987
1,80.89,1987
1,4956.05,1987
1,67.1,1987
3,58.35,1987
1,22805.13,1987
1,697.39,1987
2,157.85,1987
3,714.4,1987
3,88.27,1987
1,140.26,1987
3,112.68,1987
3,227.44,1987
3,716.74,1987
2,61.34,1987
3,297.22,1987
2,159.91,1987
2,192.88,1987
2,991.71,1987
2,1666.94,1987
2,57.41,1987
2,89.71,1987
2,10266.37,1987
1,69.25,1987
2,1508.74,1987
3,61.91,1987
2,327.56,1987
3,31.41,1987
1,229.5,1987
3,91.65,1987
3,780.24,1987
3,369.34,1987
1,160.89,1987
2,1516.94,1987
3,1902.98,1987
3,551.21,1987
2,97.92,1987
3,4911.71,1987
3,621.35,1987
2,324.13,1988
2,3093.42,1988
2,2280.34,1988
2,796.85,1988
3,74.69,1988
3,71.71,1988
1,2503.84,1988
2,73.91,1988
3,34.48,1988
3,463.65,1988
1,3727.19,1988
2,1679.68,1988
3,65.13,1988
3,987.95,1988
2,465.81,1988
1,108.36,1988
3,45.96,1988
2,120.26,1988
2,113.95,1988
1,96.41,1988
1,33.66,1988
1,49.13,1988
3,13.8,1988
1,55.14,1988
3,14.66,1988
2,29.7,1988
3,13.37,1988
3,86.81,1988
1,31.52,1988
3,55.38,1988
1,35.95,1988
2,404.42,1987
2,142.05,1987
2,1805.04,1987
1,117.73,1987
3,826.22,1987
1,432.54,1987
1,92.24,1987
3,187.9,1987
3,365.48,1987
1,155.93,1987
3,86.12,1987
2,67.67,1987
1,1304.14,1987
2,82.77,1987
3,88.6,1987
1,2020.75,1987
2,584.61,1987
2,1048.06,1987
3,68.03,1987
3,84.32,1987
2,"2350,00",1987
3,49.94,1987
1,136.77,1987
2,138.07,1987
3,96.41,1987
2,112.9,1987
2,7386.39,1987
2,4167.78,1987
3,118.11,1987
2,164.08,1987
2,329.73,1987
2,322.51,1987
3,72.82,1987
3,36.54,1987
1,88.49,1987
2,65.59,1987
3,131.92,1987
2,677.39,1987
1,"388,00",1987
2,466.02,1987
1,80.86,1987
3,128.99,1987
1,77.31,1987
1,11446.97,1987
2,506.9,1987
2,192.92,1987
1,129.04,1987
1,1667.43,1987
1,145.47,1988
3,28.31,1988
2,218.86,1988
2,76.76,1988
1,61.12,1988
3,12.52,1988
3,33.89,1988
3,30.53,1988
3,11.94,1988
3,82.86,1988
3,75.23,1988
2,47.32,1988
3,454.55,1988
3,63.42,1988
3,44.51,1988
3,55.83,1988
3,2551.67,1988
2,156.23,1988
2,72.35,1988
2,44.71,1988
1,7324.82,1988
1,2061.49,1988
3,45.19,1988
1,83.15,1988
2,287.29,1988
2,738.37,1988
3,137.44,1988
2,2008.52,1988
1,79.96,1988
2,120.72,1988
3,56.87,1988
3,22.37,1988
1,54.77,1988
3,24.5,1988
1,"171,00",1987
2,305.09,1987
3,45.03,1987
1,35.57,1987
1,71.17,1987
1,73.22,1987
3,47.76,1987
1,186.27,1987
3,102.73,1987
3,58.26,1987
1,313.97,1987
2,327.43,1987
2,1341.71,1987
2,70.93,1987
1,139.8,1987
1,24.38,1987
3,53.54,1987
3,43.25,1987
3,664.64,1987
3,31.56,1987
1,338.72,1987
1,53.15,1987
1,21.23,1987
1,63.16,1987
2,1989.63,1987
1,713.05,1987
1,40.04,1987
1,58.17,1987
3,274.41,1987
2,418.93,1987
2,129.9,1987
3,33.45,1987
2,64.68,1987
2,80.83,1987
2,29.37,1987
1,41.28,1987
1,13.97,1987
1,50.11,1987
1,33.1,1987
2,5.28,1987
2,101.33,1987
1,27.65,1988
1,49.52,1988
1,12.98,1988
1,34.53,1988
2,12.6,1988
1,26.07,1988
1,11.85,1988
2,87.6,1988
1,109.22,1988
1,22.83,1988
1,25.07,1988
1,30.81,1988
1,35.9,1988
1,14.23,1988
2,"197,00",1988
3,220.98,1988
2,46.25,1988
2,29.71,1988
2,58.02,1988
3,581.22,1988
2,452.22,1988
2,141.25,1988
3,673.49,1988
3,163.32,1988
3,336.93,1988
3,5794.83,1988
3,137.18,1988
2,24.44,1988
3,41.9,1988
2,21.22,1988
3,127.9,1988
1,25156.21,1988
1,40.56,1988
3,53.46,1988
2,160.39,1988
3,35.88,1988
1,1211.9,1988
3,50.34,1988
1,47.45,1988
3,44.15,1988
1,101.29,1988
2,230.33,1988
1,2494.98,1987
3,610.87,1987
2,323.47,1987
2,265.97,1987
1,433.04,1987
2,69.96,1987
2,88.44,1987
3,44.74,1987
1,1046.65,1987
1,117.12,1987
2,484.6,1987
3,98.83,1987
1,421.04,1987
1,1735.09,1987
1,420.15,1987
2,217.87,1987
3,286.16,1987
3,789.07,1987
1,24012.12,1987
2,1471.56,1987
1,89.33,1987
2,54.8,1988
1,27.51,1988
2,254.27,1988
3,26.16,1988
1,594.39,1988
2,31.77,1988
1,29.96,1988
2,87.44,1988
1,69.85,1988
1,92.1,1988
1,42.54,1988
1,939.37,1988
2,56.04,1988
1,53.78,1988
1,1272.56,1988
1,49.59,1988
1,37.16,1988
3,222.44,1988
2,12.97,1988
2,1852.01,1988
1,6648.36,1988
3,66.95,1988
2,21.42,1988
3,30.59,1988
3,2699.72,1988
1,67.97,1988
2,208.61,1988
3,236.58,1988
3,139.37,1988
2,56.06,1988
1,234.87,1988
2,59.79,1988
3,71.12,1988
3,29.49,1988
1,1504.31,1988
3,35.99,1988
3,733.25,1988
3,134.61,1988
1,125.38,1988
3,68.89,1988
3,199.43,1988
2,24.2,1988
3,24.78,1988
2,21.82,1988
2,123.46,1988
2,110.86,1988
3,39.77,1988
1,172.52,1987
1,3768.75,1987
3,260.47,1987
3,115.08,1987
2,599.86,1987
1,128.41,1987
3,74.04,1987
1,57.62,1987
3,12052.74,1987
1,142.58,1987
1,198.7,1987
1,554.34,1987
2,120.34,1987
2,669.57,1987
3,90.6,1987
1,58.1,1987
1,1259.34,1987
2,702.79,1987
2,28.78,1987
3,216.12,1987
1,283.85,1987
2,316.52,1987
2,41.82,1987
1,48.19,1988
1,64.24,1988
1,5562.1,1988
2,10568.25,1988
2,265.08,1988
1,7680.92,1988
1,84.48,1988
3,35.23,1988
2,183.26,1988
1,703.52,1988
3,66.98,1988
2,26.71,1988
2,38.61,1988
2,31.89,1988
3,64.92,1988
2,53.04,1988
3,109.22,1988
2,223.43,1988
2,39.31,1988
2,146.99,1988
2,15.88,1988
1,892.79,1988
3,210.21,1988
2,1471.32,1988
1,40.09,1988
2,219.05,1988
3,42.1,1988
2,56.26,1988
2,379.6,1988
3,43.49,1988
2,4056.8,1988
3,153.79,1988
1,466.16,1988
3,937.98,1988
2,19.53,1988
3,360.46,1988
3,63.46,1988
3,29.67,1988
1,48.25,1988
1,28.09,1988
3,47.53,1988
1,259.17,1988
2,65.23,1988
3,23.4,1988
3,84.34,1988
3,136.17,1988
2,21415.39,1988
3,122.49,1987
1,3398.34,1987
1,634.16,1987
1,1594.8,1987
1,67.97,1987
1,331.49,1987
1,5237.82,1987
2,185.46,1987
2,293.62,1987
2,33156.17,1987
3,346.5,1987
3,340.1,1987
1,607.79,1987
2,28.96,1987
1,2821.31,1987
2,52.27,1987
2,1485.48,1987
1,4406.8,1985
3,144199.58,1985
3,6765.88,1985
3,78.05,1985
3,19.65,1985
1,742.69,1985
3,87.89,1985
3,923.67,1985
3,195.22,1985
2,2304.88,1985
3,2121.64,1985
3,61.32,1985
1,2067.83,1985
3,6674.13,1985
3,137.64,1985
3,200.52,1985
3,193.74,1985
3,288.43,1985
3,39.92,1985
3,575.54,1985
2,15897.75,1985
2,340.13,1985
3,724.72,1985
3,697.87,1985
3,869.81,1985
2,808.56,1985
2,944.43,1985
1,1306.6,1985
1,62.76,1988
2,114.75,1988
2,1929.95,1988
2,1939.41,1988
1,65.7,1988
3,789.29,1988
1,347.59,1988
3,45.03,1988
1,18.08,1988
3,98.17,1988
3,744.69,1988
1,49.66,1988
2,225.21,1988
3,190.05,1988
3,39.79,1988
3,948.08,1988
3,208.37,1988
3,108.23,1988
1,29.43,1988
1,658.42,1988
3,51.47,1988
1,8676.56,1988
1,123.44,1988
1,40.11,1988
1,77858.95,1988
3,7780.83,1988
1,49.59,1988
3,40.63,1988
2,6630.06,1987
1,180.38,1987
3,52.19,1987
3,1958.46,1987
2,150.48,1987
1,2899.68,1987
2,35.99,1987
3,186.59,1987
1,189.6,1987
1,93.14,1987
3,73.01,1987
1,81.25,1987
1,330.45,1987
3,3140.65,1987
2,383.43,1987
2,186.79,1987
2,108.12,1987
3,139.76,1987
1,69.29,1987
3,49.33,1988
2,51.13,1988
3,43.49,1988
3,151.88,1988
2,189.76,1988
1,1405.44,1988
3,58.82,1988
2,56.15,1988
1,87.31,1988
2,81.39,1988
2,185.63,1988
2,93.99,1988
1,97.75,1988
1,74.81,1988
1,1828.57,1988
1,88.45,1988
1,33.84,1988
2,43.8,1988
3,136.23,1988
1,69.92,1988
3,183.76,1988
1,140.47,1988
3,3668.81,1988
3,31.63,1988
3,28.87,1988
1,73.35,1988
2,49.85,1988
1,176.96,1988
3,119.51,1988
1,37.97,1988
2,27.38,1988
1,2867.4,1988
1,37.75,1988
1,77.68,1988
1,29.35,1988
3,40.22,1988
3,16450.19,1988
2,73.47,1988
3,690.21,1988
1,20.42,1988
2,41.72,1988
1,128.81,1988
3,115.31,1988
2,125.29,1988
1,390.56,1988
1,16.45,1988
1,91.79,1988
3,153.01,1988
3,18.14,1988
2,31.33,1987
1,293.37,1987
2,1305.61,1987
2,89.79,1987
1,1132.59,1987
3,45.63,1987
3,317.49,1987
2,95.43,1987
1,171.74,1987
2,88.3,1987
3,156.03,1987
1,61.7,1987
2,62.08,1987
3,"101,00",1987
1,103.18,1987
3,395.3,1987
2,364.95,1987
1,163.48,1987
3,49.06,1987
3,24.42,1987
3,161.64,1987
3,66.38,1987
3,87.81,1987
2,217.95,1987
3,77.89,1987
3,360.28,1987
2,342.3,1987
1,260.03,1987
2,561.55,1987
3,28.5,1987
3,82.01,1987
2,126.98,1987
1,679.12,1988
1,39.74,1988
1,14.53,1988
1,37.21,1988
1,19.97,1988
1,52.52,1988
1,23.98,1988
1,34.73,1988
1,1384.93,1988
2,91.38,1988
2,443.14,1988
1,25.39,1988
1,1122.95,1988
2,375.62,1988
1,107.79,1988
2,31.13,1988
1,330.35,1988
2,44.44,1988
2,76.21,1988
1,90.53,1988
2,45.28,1988
3,72.43,1988
2,6941.75,1988
2,71.96,1988
3,45.99,1988
3,1668.06,1988
2,69.86,1988
2,153.23,1988
1,248.32,1988
1,3570.53,1988
1,26.99,1988
1,312.73,1988
2,32.35,1988
1,40.18,1988
1,141.63,1988
2,136.5,1988
1,54.64,1988
1,3396.46,1988
1,53.99,1988
1,60.16,1988
3,"170,00",1988
1,323.61,1988
1,15.49,1988
1,167.63,1988
3,139.75,1988
1,86.6,1988
1,43.59,1988
1,22.34,1988
3,4.21,1988
2,447.64,1987
3,6254.65,1987
2,54.73,1987
1,1577.43,1987
1,3799.41,1987
1,3590.32,1987
3,117.78,1987
3,271.12,1987
1,3801.31,1987
1,2271.79,1987
3,74.06,1987
2,530.36,1987
3,113.15,1987
2,124.5,1987
3,242.66,1987
3,169.53,1987
2,146.79,1987
2,207.9,1987
1,48.48,1987
2,82.4,1987
3,21.53,1988
3,33.8,1988
3,127.49,1988
1,17.84,1988
3,16.98,1988
2,334.04,1988
1,27.7,1988
3,15.5,1988
1,137.05,1988
3,100.28,1988
2,306.2,1988
2,368.39,1988
2,67.97,1988
1,178.88,1988
2,153.6,1988
2,73.65,1988
2,52.07,1988
3,31.61,1988
2,105.72,1988
2,1207.22,1988
3,113.07,1988
3,100.33,1988
3,95.33,1988
1,48.06,1988
1,1279.49,1988
2,485.34,1988
2,23.61,1988
1,88.78,1988
1,2925.93,1988
1,171.12,1988
2,1831.17,1988
3,235.98,1988
1,111.42,1988
2,14.32,1988
1,97.94,1988
1,40.42,1988
2,573.19,1988
3,65.86,1988
1,32.21,1988
3,63.15,1987
1,2505.77,1987
1,50.07,1987
3,42.95,1987
2,277.85,1987
1,42.2,1987
2,66.26,1987
1,406.31,1987
3,3566.68,1987
3,38530.64,1987
3,73.25,1987
2,100.91,1987
1,489.44,1987
1,90.95,1987
2,78.1,1987
2,8722.38,1987
1,97.77,1987
2,836.58,1987
3,330.28,1987
2,13.46,1987
2,149.93,1987
2,6790.91,1987
2,25.32,1987
2,42.74,1988
3,33.69,1988
1,26.83,1988
3,64.36,1988
2,47.62,1988
2,31.86,1988
1,31957.44,1988
2,8474.08,1988
3,147.68,1988
3,150.01,1988
3,118.86,1988
1,6471.78,1988
3,202.08,1988
3,37.29,1988
1,19.94,1988
1,56.11,1988
1,89.12,1988
1,108.82,1988
3,79.09,1988
2,106.4,1988
3,77.31,1988
1,24.77,1988
2,31.55,1988
2,34.41,1988
3,20.29,1988
2,71.05,1988
1,10009.1,1988
1,23.81,1988
1,62.2,1988
1,51.87,1988
1,77.4,1988
1,55.99,1988
1,825.03,1988
3,93.6,1988
2,195.05,1988
1,913.08,1988
1,13.13,1988
2,40.68,1988
2,25.05,1988
3,86.82,1988
1,61.33,1988
3,26.55,1988
1,48.23,1988
3,103.11,1988
2,13.78,1988
1,333.71,1988
1,123.44,1987
1,67.42,1987
3,100.46,1987
3,39.76,1987
1,96.9,1987
1,208.83,1987
2,84.11,1987
1,90.27,1987
1,63.61,1987
1,893.91,1987
3,244.19,1987
1,135.68,1987
2,72.21,1987
2,1684.82,1987
1,156.76,1987
3,101.85,1987
3,577.05,1987
1,997.39,1987
3,922.86,1987
3,394.34,1987
3,577.05,1987
1,266.3,1987
1,120.81,1987
3,719.68,1987
1,97.82,1987
3,534.29,1987
2,179.71,1987
2,67.5,1987
3,208.52,1988
3,68.77,1988
1,5904.22,1988
2,3399.2,1988
1,144.6,1988
2,25.95,1988
1,433.65,1988
3,54.44,1988
3,73.96,1988
1,24.01,1988
2,112.56,1988
1,42.4,1988
1,111.99,1988
2,117744.24,1988
3,97.71,1988
2,71.21,1988
3,320.16,1988
3,"48,00",1988
1,79.55,1988
1,20.45,1988
1,23.88,1988
1,25.97,1988
2,38.79,1988
3,39.97,1988
2,26.14,1988
3,34.1,1988
3,1828.92,1988
3,81.53,1988
2,42.79,1988
1,8168.97,1988
1,4135.6,1988
3,106.34,1988
1,65.55,1988
1,53.49,1988
3,42.81,1988
1,21.52,1988
1,35.87,1988
3,76.63,1988
3,45.36,1988
3,87.73,1988
3,36.96,1988
2,562.64,1988
1,29.25,1988
2,58.1,1988
3,146.33,1988
3,151.81,1988
1,6119.52,1988
1,24.32,1988
1,801.82,1988
2,490.61,1987
2,24.87,1987
1,159.17,1987
1,2094.59,1987
3,78.12,1987
1,1007.49,1987
2,114.09,1987
3,954.71,1987
1,157.97,1987
1,4362.6,1987
1,668.25,1987
3,108.78,1987
3,69.35,1987
1,632.52,1987
2,172.91,1987
2,2122.66,1987
1,149.41,1987
